EOMONTH,Customer Name,Product Level 1,Product Level 2,Product Level 3,Product Level 4,      Sum of Net Amount      ,Comment
31-01-26,DISCOUNT OFFICE SUPPLIES,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 100 PGS CB BANK SL,,"139,551",
31-01-26,DISCOUNT OFFICE SUPPLIES,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE DRAWING BOOK A3 40PGS,,"36,341",
31-01-26,DOSHI &CO (HARDWARE) LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,PHOTOCOPY PAPER A4,(blank),,"68,889",
31-01-26,DOUBLE WHITELINE PLUS LTD 2020,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 1 PART - COPY,,"96,724",
31-01-26,DOUBLE WHITELINE PLUS LTD 2020,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 2 PART,,"433,836",
31-01-26,DOUBLE WHITELINE PLUS LTD 2020,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"140,250",
31-01-26,DOUBLE WHITELINE PLUS LTD 2020,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 X 5.5 -2 PART PAYSLIP,,"84,634",
31-01-26,DOUBLE WHITELINE PLUS LTD 2020,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A5 BANK,,"24,655",
31-01-26,DOUBLE WHITELINE PLUS LTD 2020,OTHER,(blank),(blank),,"166,667",
31-01-26,EAGLE PAPER & STATIONERS,TRADING,MG COVER,MG COVER - GREEN,,"42,641",
31-01-26,EAGLE PAPER & STATIONERS,TRADING,PRINTING PAPER,PRINTING PAPER CB300GSM,,"122,107",
31-01-26,EKTTA  STATIONERS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A6 BANK (NO.4),,"48,276",
31-01-26,ELITE OFFSET,TRADING,PRINTING PAPER,PRINTING PAPER B,,"967,234",
31-01-26,ELPHSONS ENTERPRISES LIMITED,EXERCISE BOOK,(blank),(blank),,"120,501",
31-01-26,ERETO BOOKSHOP LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 2 PART,,"35,185",
31-01-26,ERETO BOOKSHOP LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"13,194",
31-01-26,ERETO BOOKSHOP LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE RULLED PAPER A4 BANK,,"34,481",
31-01-26,ESGA ENTERPRISES LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SQ,,"46,825",
31-01-26,ESGA ENTERPRISES LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 64 PGS CB BANK SL,,"90,813",
31-01-26,ESGA ENTERPRISES LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 48 PGS CB BANK SL,,"83,718",
31-01-26,ESGA ENTERPRISES LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 64 PGS CB BANK SL,,"229,397",
31-01-26,ESGA ENTERPRISES LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 64 PGS CB BANK SQ,,"45,879",
31-01-26,ESGA ENTERPRISES LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 80 PGS CB BANK SL,,"211,660",
31-01-26,ESGA ENTERPRISES LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 80 PGS CB BANK SQ,,"42,332",
31-01-26,ESGA ENTERPRISES LIMITED,EXERCISE BOOK,(blank),(blank),,"361,502",
31-01-26,EVRAH MARKETING & SUPPLIES,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED  9.5 X 11- 3PART,,"374,813",
31-01-26,EVRAH MARKETING & SUPPLIES,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED 9.5 X 11- 2PART,,"316,172",
31-01-26,EVRAH MARKETING & SUPPLIES,TRADING,MG COVER,MG COVER - BLUE,,"36,553",
31-01-26,EVRAH MARKETING & SUPPLIES,TRADING,MG COVER,MG COVER - GREEN,,"107,508",
31-01-26,EVRAH MARKETING & SUPPLIES,TRADING,PRINTING PAPER,PRINTING PAPER B60GSM,,"314,022",
31-01-26,EVRAH MARKETING & SUPPLIES,TRADING,PRINTING PAPER,PRINTING PAPER B70GSM,,"157,011",
31-01-26,EXPRESS MACHINERY &SPARES LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED 9.5 X 11- 2PART,,"26,014",
31-01-26,FAIJIM SUPPLIES,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 120 PGS CB BP SL,,"72,782",
31-01-26,FAIJIM SUPPLIES,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 120 PGS CB BP SQ,,"27,293",
31-01-26,FARMERS CHOICE LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 2 PART,,"6,092",
31-01-26,FARMERS CHOICE LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"397,209",
31-01-26,FARMERS CHOICE LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE-PRINTED 14.5 X 11-1 PART LINE FLOW,,"8,193",
31-01-26,FARMERS CHOICE LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,PHOTOCOPY PAPER A4,(blank),,"100,800",
31-01-26,FINSBURY TRADING LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"57,931",
31-01-26,FOMOTEC MULTI AGENCIS,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 200 PGS CB BP SL,,"240,680",
31-01-26,FOMOTEC MULTI AGENCIS,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 200 PGS CB BP SQ,,"96,272",
31-01-26,FRACE VENTURES LIMITED,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 120 PGS CB BP SL,,"47,933",
31-01-26,FRACE VENTURES LIMITED,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 120 PGS CB BP SQ,,"47,933",
31-01-26,FRACE VENTURES LIMITED,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 200 PGS CB BP SL,,"415,410",
31-01-26,FRACE VENTURES LIMITED,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 200 PGS CB BP SQ,,"118,689",
31-01-26,FRACE VENTURES LIMITED,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 48 PGS CB BP GRAPH SQ,,"9,470",
31-01-26,FRACE VENTURES LIMITED,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 96 PGS CB BP GRAPH,,"51,203",
31-01-26,GAKANGA SERVICES,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 1Q BANK,,0,
31-01-26,GAKANGA SERVICES,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 3Q BANK,,0,
31-01-26,GAKANGA SERVICES,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 4Q BANK,,0,
31-01-26,GAKANGA SERVICES,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A5 BANK,,0,
31-01-26,GAKANGA SERVICES,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A6 BANK (NO.4),,0,
31-01-26,GAKANGA SERVICES,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SCHEME OF WORK 2Q BANK,,0,
31-01-26,GAKANGA SERVICES,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,TEACHERS PREPARATION 2 QUIRE BP,,0,
31-01-26,GELX INDUSTRIES LTD,LABEL,LABEL - PRE PRINTED,PRINTED LABELS,,"33,320",
31-01-26,GEOFFREY MUHORO,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 57*40MM,,"10,175",
31-01-26,GEOFFREY MUHORO,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 79*60MM,,"72,198",
31-01-26,GEOFFREY MUHORO,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 79*80MM,,"7,220",
31-01-26,GEOFREY MUTUA,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"3,129",
31-01-26,GEOFREY MUTUA,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SL,,"3,869",
31-01-26,GEOFREY MUTUA,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 64 PGS CB BANK SL,,"1,195",
31-01-26,GEOFREY MUTUA,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SL,,"1,821",
31-01-26,GEOWAN PRODUCTION SERVICES,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"280,303",
31-01-26,GIANT LTD,ETR,ETR PRE - PRINTED,ETR PRINTED REEL,,"48,432",
31-01-26,Gideon,LABEL,LABEL - PRE PRINTED,(blank),,"250,000",
31-01-26,GIKA STATIONERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SL,,"629,918",
31-01-26,GIKA STATIONERS,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SQ,,"96,910",
31-01-26,GIKA STATIONERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A6 BANK (NO.4),,"49,037",
31-01-26,GIKA STATIONERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A7 BANK (NO.0).,,"22,204",
31-01-26,GLADYS ABODE LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,PHOTOCOPY PAPER A4,(blank),,"3,109",
31-01-26,GOODDAY CANDY SHOP LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A6 BANK (NO.4),,"21,553",
31-01-26,GREEN RIBBON ENTERPRISES,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 120 PGS CB BP SL,,"58,034",
31-01-26,GREEN RIBBON ENTERPRISES,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 120 PGS CB BP SQ,,"17,069",
31-01-26,GULF TIMBER HARDWARE AND SUPPLIES LTD.,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED  9.5 X 11- 3PART,,"38,621",
31-01-26,GULF TIMBER HARDWARE AND SUPPLIES LTD.,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED 9.5X 8 -4PART,,"38,621",
31-01-26,GURDIT SINGH SHOP,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 57*40MM,,"15,638",
31-01-26,GURDIT SINGH SHOP,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 79*80MM,,"64,505",
31-01-26,GURDIT SINGH SHOP,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE RULLED PAPER A4 BANK,,"146,993",
31-01-26,GURDIT SINGH SHOP,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"20,524",
31-01-26,GURDIT SINGH SHOP,TRADING,PRINTING PAPER,PRINTING PAPER B50GSM,,"137,806",
31-01-26,HAMISI SIANGANI SAID,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"131,942",
31-01-26,HANINY STATIONERS &BOOKSHOP,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 120 PGS CB NP SL,,"87,968",
31-01-26,HANINY STATIONERS &BOOKSHOP,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 120 PGS CB NP SQ,,"43,984",
31-01-26,HANINY STATIONERS &BOOKSHOP,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 120 PGS CB NP SL,,"103,975",
31-01-26,HANINY STATIONERS &BOOKSHOP,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 120 PGS CB NP SQ,,"51,988",
31-01-26,HANINY STATIONERS &BOOKSHOP,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 64 PGS CB NP SL,,"34,201",
31-01-26,HANINY STATIONERS &BOOKSHOP,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 64 PGS CB NP SQ,,"14,657",
31-01-26,HARIA STATIONARY LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 64 PGS CB BANK SL,,"212,414",
31-01-26,HARIA STATIONARY LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 80 PGS CB BANK SL,,"461,035",
31-01-26,HARIA STATIONARY LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK PLAIN,,"22,690",
31-01-26,HARIA STATIONARY LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BP 1/2 SL,,"13,903",
31-01-26,HARIA STATIONARY LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BP 1/2 SQ,,"9,269",
31-01-26,hellen,(blank),(blank),(blank),,"59,779",
31-01-26,HEYKAL PACKERS & DISTRIBUTORS LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED  9.5 X 11- 3PART,,"108,306",
31-01-26,HEYKAL PACKERS & DISTRIBUTORS LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,PHOTOCOPY PAPER A4,(blank),,"33,093",
31-01-26,HIGHLAND PRINTING PRESS,TRADING,MG COVER,MG COVER - BLUE,,"4,538",
31-01-26,HIGHLAND PRINTING PRESS,TRADING,MG COVER,MG COVER - GREEN,,"9,076",
31-01-26,HIGHLAND PRINTING PRESS,TRADING,MG COVER,MG COVER - PINK,,"4,538",
31-01-26,HIGHRIDGE PHARMACY LIMITED,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 79*80MM,,"16,569",
31-01-26,HIGHRIDGE PHARMACY LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,PRINTED BOOKS,,"9,746",
31-01-26,HIMANI TRADERS & DISTRIBUTERS,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A5 32 PGS MG NP SL,,"17,444",
31-01-26,HIMANI TRADERS & DISTRIBUTERS,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A5 64 PGS MG NP SQ,,"10,079",
31-01-26,HIMANI TRADERS & DISTRIBUTERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,MARK BOOK 2QUIRE BANK,,"16,397",
31-01-26,HIMANI TRADERS & DISTRIBUTERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 3Q BANK,,"12,560",
31-01-26,HIMANI TRADERS & DISTRIBUTERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 4Q BANK,,"13,374",
31-01-26,HIMANI TRADERS & DISTRIBUTERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 6Q BANK,,"15,537",
31-01-26,HIMANI TRADERS & DISTRIBUTERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA CASH SALE 10UPS NP,,"6,396",
31-01-26,HIMANI TRADERS & DISTRIBUTERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA CASH SALE 12UPS NP,,"6,396",
31-01-26,HIMANI TRADERS & DISTRIBUTERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA CASH SALE 8UPS NP,,"6,396",
31-01-26,HUSSEINA ENTERPRISES,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 1 PART - COPY,,"23,259",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"324,414",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SQ,,"139,034",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SQ,,"170,655",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 64 PGS CB BANK SL,,"64,448",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 80 PGS CB BANK SL,,"46,345",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK GRAPH,,"48,276",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK PLAIN,,"45,379",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK SL,,"69,517",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK SQ,,"45,379",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SL,,"544,552",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SQ,,"158,828",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 200 PGS CB BANK SL,,"144,828",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 200 PGS CB BANK SQ,,"48,276",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 48 PGS CB BANK SL,,"43,448",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 64 PGS CB BANK SL,,"178,621",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 64 PGS CB BANK SQ,,"24,138",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 80 PGS CB BANK SL,,"271,890",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 80 PGS CB BANK SQ,,"63,724",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK PLAIN,,"22,690",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SL,,"158,828",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BP 1/2 SL,,"145,600",
31-01-26,HYDRO TRADING 2023 LIMITED,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BP 1/2 SQ,,"24,138",
31-01-26,HYDRO TRADING 2023 LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE RULLED PAPER A4 BANK,,"61,793",
31-01-26,INKLINE GRAPHICS LTD,TRADING,PAPER REELS,NCR PAPER REELS,,"78,004",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"703,125",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SQ,,"61,141",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SL,,"450,051",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SQ,,"128,586",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 64 PGS CB BANK SL,,"55,468",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK GRAPH,,"32,146",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK PLAIN,,"29,625",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK SL,,"177,751",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SL,,"266,627",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SQ,,"59,250",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 200 PGS CB BANK SL,,"128,586",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 32 PGS CB BANK SL,,"27,104",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 48 PGS CB BANK SL,,"164,514",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 48 PGS CB BANK SQ,,"16,451",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 48 PGS CB BP 1/2 SL,,"81,123",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 48 PGS CB BP 1/2 SQ,,"12,480",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 64 PGS CB BANK SL,,"159,157",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SL,,"355,502",
31-01-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SQ,,"29,625",
31-01-26,JAPPY ENTERPRISES,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"293,693",
31-01-26,JAPPY ENTERPRISES,TRADING,PRINTING PAPER,PRINTING PAPER B60GSM,,"922,128",
31-01-26,JAPPY ENTERPRISES,TRADING,PRINTING PAPER,PRINTING PAPER CB 250 GSM,,"20,231",
31-01-26,JAWARE AGENCIES,TRADING,BROWN PAPER,BROWN PAPER MEDIUM 70X100,,"25,655",
31-01-26,JIANG SHI CO (K) LIMITED,LABEL,KEBS,PRINTED KEBS LABEL-19*25MM - BIG,,"65,957",
31-01-26,Joan,(blank),(blank),(blank),,"-5,794,048",
31-01-26,JONATHAN MUSYOKA MWANGANGI,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 120 PGS CB BP SL,,"78,558",
31-01-26,JONATHAN MUSYOKA MWANGANGI,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 120 PGS CB BP SQ,,"19,640",
31-01-26,Joyce,EXERCISE BOOK,Joyce,(blank),,"433,802",
31-01-26,Joyce,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,(blank),,"166,667",
31-01-26,Joyce,EXERCISE BOOK,(blank),(blank),,"407,668",
31-01-26,Joyce,OTHER,(blank),(blank),,"400,000",
31-01-26,Joyce,(blank),(blank),(blank),,"-1,475,966",
